region_id,기준일자,지하철_기준일자,버스_기준일자,지하철역수,지하철노선수,최근접지하철역명,최근접지하철역거리_m,버스정류소수,버스정류소_면적당,교통_매핑방법,교통_데이터출처
1123075000,2026-07-13,2026-07-13,2026-07-01,1,1,신이문,111.0,11,15.193,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126052000,2026-07-13,2026-07-13,2026-07-01,0,0,중랑,643.0,23,30.162,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126054000,2026-07-13,2026-07-13,2026-07-01,1,1,용마산,120.0,13,15.424,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126055000,2026-07-13,2026-07-13,2026-07-01,0,0,사가정,866.0,11,15.616,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126056500,2026-07-13,2026-07-13,2026-07-01,1,1,면목,168.0,28,33.005,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126057000,2026-07-13,2026-07-13,2026-07-01,0,0,사가정,565.0,18,14.581,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126057500,2026-07-13,2026-07-13,2026-07-01,1,1,사가정,958.0,30,18.593,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126058000,2026-07-13,2026-07-13,2026-07-01,2,1,망우,325.0,13,15.238,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126059000,2026-07-13,2026-07-13,2026-07-01,1,1,상봉(시외버스터미널),205.0,18,26.591,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126060000,2026-07-13,2026-07-13,2026-07-01,0,0,중화,336.0,14,21.826,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126061000,2026-07-13,2026-07-13,2026-07-01,2,2,중랑,483.0,28,27.554,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126062000,2026-07-13,2026-07-13,2026-07-01,0,0,먹골,545.0,33,26.667,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126063000,2026-07-13,2026-07-13,2026-07-01,1,1,먹골,275.0,20,29.909,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126065500,2026-07-13,2026-07-13,2026-07-01,3,3,양원,496.0,56,18.996,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126066000,2026-07-13,2026-07-13,2026-07-01,0,0,망우,1285.0,11,11.437,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126068000,2026-07-13,2026-07-13,2026-07-01,1,1,신내,79.0,53,20.363,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1126069000,2026-07-13,2026-07-13,2026-07-01,0,0,봉화산(서울의료원),699.0,19,20.865,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129052500,2026-07-13,2026-07-13,2026-07-01,0,0,한성대입구(삼선교),1404.0,46,15.985,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129055500,2026-07-13,2026-07-13,2026-07-01,3,2,한성대입구(삼선교),528.0,38,41.058,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129057500,2026-07-13,2026-07-13,2026-07-01,0,0,성신여대입구(돈암),216.0,17,23.472,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129058000,2026-07-13,2026-07-13,2026-07-01,0,0,길음,410.0,14,28.634,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129059000,2026-07-13,2026-07-13,2026-07-01,0,0,성신여대입구(돈암),655.0,34,65.625,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129060000,2026-07-13,2026-07-13,2026-07-01,1,1,안암(고대병원앞),226.0,31,22.488,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129061000,2026-07-13,2026-07-13,2026-07-01,2,2,보문,272.0,9,16.287,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129062000,2026-07-13,2026-07-13,2026-07-01,1,1,정릉,317.0,16,38.868,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129063000,2026-07-13,2026-07-13,2026-07-01,0,0,정릉,436.0,46,42.045,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129064000,2026-07-13,2026-07-13,2026-07-01,0,0,북한산보국문,1206.0,32,9.625,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129065000,2026-07-13,2026-07-13,2026-07-01,1,1,솔샘,1703.0,34,9.529,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129066000,2026-07-13,2026-07-13,2026-07-01,1,1,길음,711.0,27,33.889,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129068500,2026-07-13,2026-07-13,2026-07-01,0,0,길음,573.0,22,37.443,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129070500,2026-07-13,2026-07-13,2026-07-01,0,0,고려대(종암),799.0,59,42.039,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129071500,2026-07-13,2026-07-13,2026-07-01,0,0,월곡(동덕여대),787.0,21,26.212,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129072500,2026-07-13,2026-07-13,2026-07-01,2,1,월곡(동덕여대),371.0,27,19.792,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129076000,2026-07-13,2026-07-13,2026-07-01,0,0,상월곡(한국과학기술연구원),1025.0,33,46.61,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129077000,2026-07-13,2026-07-13,2026-07-01,1,1,돌곶이,448.0,30,44.18,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129078000,2026-07-13,2026-07-13,2026-07-01,0,0,돌곶이,896.0,34,52.139,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1129081000,2026-07-13,2026-07-13,2026-07-01,2,2,돌곶이,502.0,30,17.607,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1130553400,2026-07-13,2026-07-13,2026-07-01,3,1,솔샘,412.0,29,31.406,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1130553500,2026-07-13,2026-07-13,2026-07-01,1,1,미아(서울사이버대학),222.0,27,32.121,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1130554500,2026-07-13,2026-07-13,2026-07-01,0,0,미아사거리,550.0,58,53.954,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1130555500,2026-07-13,2026-07-13,2026-07-01,1,1,삼양사거리,525.0,18,19.371,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1130557500,2026-07-13,2026-07-13,2026-07-01,0,0,솔샘,427.0,22,35.402,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1130559500,,,,,,,,,,,
1130560300,,,,,,,,,,,
1130560800,,,,,,,,,,,
1130561500,,,,,,,,,,,
1130562500,,,,,,,,,,,
1130563500,,,,,,,,,,,
1130564500,2026-07-13,2026-07-13,2026-07-01,3,1,북한산우이,1114.0,34,3.214,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1130566000,2026-07-13,2026-07-13,2026-07-01,0,0,가오리,1255.0,49,16.357,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132051100,2026-07-13,2026-07-13,2026-07-01,2,2,녹천,728.0,22,19.62,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132051200,2026-07-13,2026-07-13,2026-07-01,0,0,쌍문,702.0,25,38.229,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132051300,2026-07-13,2026-07-13,2026-07-01,0,0,녹천,1184.0,14,21.374,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132051400,2026-07-13,2026-07-13,2026-07-01,0,0,창동,323.0,37,32.49,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132051500,2026-07-13,2026-07-13,2026-07-01,1,1,창동,470.0,18,25.68,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132052100,2026-07-13,2026-07-13,2026-07-01,0,0,도봉산,1761.0,36,4.263,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132052200,2026-07-13,2026-07-13,2026-07-01,3,2,도봉,264.0,44,39.35,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132066000,2026-07-13,2026-07-13,2026-07-01,0,0,솔밭공원,641.0,44,37.45,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132067000,2026-07-13,2026-07-13,2026-07-01,0,0,쌍문,961.0,14,25.888,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132068000,2026-07-13,2026-07-13,2026-07-01,0,0,쌍문,379.0,15,29.737,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132068100,2026-07-13,2026-07-13,2026-07-01,0,0,쌍문,844.0,17,30.661,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132069000,2026-07-13,2026-07-13,2026-07-01,1,1,방학,282.0,32,30.767,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132070000,2026-07-13,2026-07-13,2026-07-01,0,0,방학,1038.0,23,21.063,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1132071000,2026-07-13,2026-07-13,2026-07-01,0,0,북한산우이,958.0,26,13.336,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135056000,2026-07-13,2026-07-13,2026-07-01,0,0,광운대,362.0,43,37.696,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135057000,2026-07-13,2026-07-13,2026-07-01,1,1,월계,670.0,40,19.962,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135058000,2026-07-13,2026-07-13,2026-07-01,1,1,광운대,280.0,24,21.177,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135059500,2026-07-13,2026-07-13,2026-07-01,3,2,공릉(서울과학기술대),172.0,45,35.649,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135060000,2026-07-13,2026-07-13,2026-07-01,1,1,화랑대(서울여대입구),1539.0,52,7.45,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135061100,2026-07-13,2026-07-13,2026-07-01,0,0,하계,669.0,32,20.971,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135061200,2026-07-13,2026-07-13,2026-07-01,1,1,하계,304.0,22,44.029,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135061900,2026-07-13,2026-07-13,2026-07-01,0,0,상계,1747.0,18,8.251,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135062100,2026-07-13,2026-07-13,2026-07-01,0,0,중계,1034.0,18,28.894,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135062400,2026-07-13,2026-07-13,2026-07-01,0,0,상계,807.0,7,4.611,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135062500,2026-07-13,2026-07-13,2026-07-01,1,1,중계,189.0,31,33.755,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135063000,2026-07-13,2026-07-13,2026-07-01,1,1,수락산,1060.0,29,5.372,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135064000,2026-07-13,2026-07-13,2026-07-01,1,1,노원,340.0,24,38.545,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135066500,2026-07-13,2026-07-13,2026-07-01,1,1,불암산,762.0,20,3.84,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135067000,2026-07-13,2026-07-13,2026-07-01,1,1,상계,651.0,27,29.798,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135069500,2026-07-13,2026-07-13,2026-07-01,1,1,중계,585.0,29,20.012,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135070000,2026-07-13,2026-07-13,2026-07-01,1,1,마들,408.0,12,18.022,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135071000,2026-07-13,2026-07-13,2026-07-01,0,0,마들,495.0,18,25.035,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1135072000,2026-07-13,2026-07-13,2026-07-01,0,0,노원,572.0,24,29.681,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138051000,2026-07-13,2026-07-13,2026-07-01,2,2,녹번,497.0,27,15.059,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138052000,2026-07-13,2026-07-13,2026-07-01,1,1,독바위,527.0,38,12.169,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138053000,2026-07-13,2026-07-13,2026-07-01,1,1,독바위,751.0,26,18.637,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138055100,2026-07-13,2026-07-13,2026-07-01,0,0,연신내,864.0,33,34.362,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138055200,2026-07-13,2026-07-13,2026-07-01,1,1,연신내,725.0,30,30.474,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138056000,2026-07-13,2026-07-13,2026-07-01,0,0,구산,880.0,34,24.482,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138057000,2026-07-13,2026-07-13,2026-07-01,4,3,구산,528.0,24,28.2,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138058000,2026-07-13,2026-07-13,2026-07-01,0,0,녹번,819.0,23,20.739,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138059000,2026-07-13,2026-07-13,2026-07-01,0,0,새절(신사),825.0,34,45.052,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138060000,2026-07-13,2026-07-13,2026-07-01,0,0,새절(신사),425.0,25,33.235,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138062500,2026-07-13,2026-07-13,2026-07-01,0,0,응암,667.0,50,43.227,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138063100,2026-07-13,2026-07-13,2026-07-01,1,1,응암,627.0,24,29.713,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138063200,2026-07-13,2026-07-13,2026-07-01,1,1,새절(신사),683.0,31,29.652,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138064000,2026-07-13,2026-07-13,2026-07-01,1,1,증산(명지대앞),328.0,11,13.628,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138065000,2026-07-13,2026-07-13,2026-07-01,2,1,수색,535.0,19,14.74,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1138069000,2026-07-13,2026-07-13,2026-07-01,1,1,구파발,1707.0,71,6.144,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1141052000,2026-07-13,2026-07-13,2026-07-01,1,1,독립문,373.0,36,36.657,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
